سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
220000,مرسيدس,C200,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,26000 ,3+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره جديده وارد الماني بلاك اديشن|جنطات ومري سوداء استعمال خفيف كوبي اغزوزت سبورت
48500,كيا,مورننغ,2019,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,36000 ,null,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|فحص شركة|ترخيص سنة|حساسات|٢ كهربا|تحكم|انتاج ١٨
118000,سيت,ليون,2019,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,58000 ,4+1 ,نقدا فقط ,للبيع فقط ,لا يوجد ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|والمزيد من الاضافاا
36000,اوبل,استرا,2007,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,130000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٤ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|اوبل استرا ٢٠٠٧|اصل الماني وليس اسباني|اتوماتيك|ماتور ١٨٠٠|حساس|فحص ممتاز|مكنيك صيانة كاملة ١٠٠%|تحكم ستيرنج|كشاف|جنط  تأمين ترخيص 10 شهور|الدفح كاش فقط|مجد حجازي|0599391199
62000,فولكسفاجن,كادي,2012,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,220000 ,6+1 ,نقدا فقط ,للبيع فقط ,يد ثالثة  ,مُكيّف|إغلاق مركزي|مسجل CD|فرش جلد|وسادة حماية هوائية
65000,سيت,ابيزا,2017,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,88000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد صفر ,مُكيّف|إغلاق مركزي|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة ماشالله بودي شاصي جير ماتور شركة، صاروخ على الشارع.
40000,كيا,فورتي,2009,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,9999 ,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|شوصطه جديده|ترخيص سنه|تامين شامل|خاليه من القص العرضي والطولي
16000,سوبارو,عريض,1985,بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,88555855 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|سوبارو عريض مديل 85|مطور 1600|جير عادي|للبيع دفعه 5 وشكات أو كاش|0597054117|0569686465
70000,سكودا,رابيد,2015,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,90000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولة ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|ترخيص وتامين شهرين|سقفية كزاز بانوراما|سيارة بل كرتونة استعمال شخصي|جنط اصليى مميز
78000,سكودا,اوكتافيا,2014,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,78000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
56000,هونداي,اكسنت,2014,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,180000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,ثالثة ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة دهان الشركة باستثناء جزء بسيط جدا|٤ غيار|رخصةوتأمين لشهر ٣|حساسات خلفية|تحكم ستيرنغ|كشافات ليد خلفي|جير ماتور ممتازات جدا|تغيير زيوت وفلاتر|يوجد مجال بسيط جدا بالسعر للمعني بعد المعاينة|السعر المكتوب ع الكاش ويمكن التقسيط بدفعة ٣٠٠٠٠ وشيكات ٢٠٠٠ شخصية  مع اختلاف السعر|السيارة ترخيص ٢٠١٣|الرجاء من التجار عدم الاتصال
110000,كيا,سبورتاج,2018,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1700 ,55 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|جهاز تحكم ستيرنك فل الفل جنط مغنيسيم
29000,اوبل,استرا,2006,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,null,4+1 ,إمكانية التقسيط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|ترخيص وتأمين سنه سيارة نظيفة وخالية من اي قص طولي وعرضي وافحص وين بدك
45000,اودي,A6,2006,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2400 ,225000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
99000,كيا,سورينتو,2014,بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,160 ,6+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|بعد الصلاة على سيدنا محمد|كيا سورينتو 2015/2014|فحص ممتاز من جميعه|اصل شركة يد اولى|فتحة سقف بانوراما|جنط مغنيسيوم|تحكم ستيرنج|حساسات خلفي وكاميرا ريفيرس|السعر كااااش ونهائي 99000|وقارن الأسعار بكل السوق|إمكانية البدل لكن رجاء خاص انه تحسب سيارتك بسعر الكاش|ربنا يبارك لصاحب النصيب
37000,بيجو,301,2013,أسود ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,150000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثالثه ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
50000,فورد,فوكس,2016,أسود ميتالك ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1500 ,120000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٢ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|فرش جلد|وسادة حماية هوائية
88000,كيا,ستونك,2018,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,34765 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|كامل الاضافات و الزيادات بدون فتحة ماتور 1000 تيربو بقوة 125 حصان مميز|إمكانية التقسيط مع فرق السعر سعر الكاش 88000 للاستفسار 0595502240 وط 0568453009 ج 0592173170
175000,هونداي,سانتافيه,2018,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,80000 ,6+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
33000,فورد,فيستا,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,89000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره فحصها نظيف من كل شي|ركز على قوة الماتور1400ومسجل|مرخصه2013وترخيص تامين لآخر السنه|السعر مغري عالكاش وغير قابل لنقاش33ألف
45000,فورد,فيستا,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,null,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره ماشاءالله عليها نضيفه من برا ومن جوا .. خالية من العيوب فحص الف الف .|فيها  تامين وترخيص vip|البيع ع الكاش فقط
140000,سكودا,سوبيرب,2018,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,150000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|2019 في الرخصة 2018|فل اضافات بدون فتحة|بودي و ماتور 100%|فقط نقدا
62500,فولكسفاجن,كادي,2012,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,125000 ,6+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|✔️كادي 2012|✔️ترخيص 2012|✔️جير عادي|✔️محرك ديزل 1600cc|✔️كشافات|✔️رخصه +تامين سنه|6+1 اصل
31000,فولكسفاجن,بولو,2006,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,200000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار
37000,سكودا,اوكتافيا,2008,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,null,null,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|Skoda tour 2008|ماتور وجير راكبات من اسبوع|دهان جديد|غرفه جديده|اضويه جداد|ترخيص تامين لشهر ١٢|مزكان|حموم|سنترلوك|تعتيم|يوجد قص قشرة مرشه مع قشره عمود|السعر ع الكاش 37000|السعر نص بنص 39000|0598159102
210000,سيت,أتيكا,2018,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,5000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|فل اضافت|بانوراما|سيارة رياضية ٣٠٠ حصان|اتيكا كوبرا
94000,هونداي,توسان,2016,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|فحص نخب ولا جرام بويه|تأمين وترخيص 10 شهور|بصمه|كاميرا|تدفئة كراسي|Auto Stop|مري شفط
87000,كيا,سبورتاج,2015,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,160000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|موديل 2015 في رخصه
5000,فيات,تيمبرا,1992,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,0000 ,4+1 ,نقدا فقط ,للبيع فقط ,null,مسجل CD
28000,كيا,فورتي,2008,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,240 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,6 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|بعد الصلاة على سيدنا محمد|كيا فورتي 2009/2008|فتحة سقف|شاشة|تحكم ستيرنج|BLUETOOTH & CD & AUX & RADIO|تدفئة كراسي|مكيف شغال|الفحص|ميكانيك ممتاز جدا|البودي نخب نخب نخب|فقط بلاطة واحدة وفخدة وعامودين الي مش مضروبات|باقي ما تبقى كلهم مضروب|لا يوجد قص في الشصي ابدا|السعر للي بحبو يفاصلو 28 الف|والسعر" لحبايبنا" والي" احنا طلعنا جيران" والي" بعرف ابوك وبعرف عمك" والي "بدك تزبطنا بدنا نيجيك من آخر الدنيا"|26 الف شيكل من الااااااخر|السيارة من الاخر فحصها واقعة من طيارة|اما عالشارع مشدشدة ومشيتها ممتازة وما بدها شغل ميكانيك|ربنا يبارك لصاحب النصيب
123000,سكودا,اوكتافيا,2018,ذهبي ,بنزين ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,66000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة بعد الصلاة ع نبي ولا جرام بويه وفحص مية بالمية|-فتحة سقف بنوراما|-تحكم ستيرنج|-اضائة لد خلفي|-مرآة شفط مع غماز|-نظام ال ECO|-جنط الشركة|-ستيرنج سبورت|-تعتيم زجاج كامل
55000,سيت,ابيزا,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,76000 ,null,نقدا فقط ,للبيع فقط ,يد ثانية  ,null
30000,مرسيدس,200,1992,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,3 ,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد
35000,فيات,باندا,2015,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1250 ,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|مسجل CD|فرش جلد|وسادة حماية هوائية|السيارة صلاة النبي كرتونة ناقصها شوفير|كلشي جديد فيها ولا طقة صروخ عالشارع|الله يبارك لصاحب النصيب
135000,هونداي,سانتافيه,2017,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,85000 ,6+1 ,نقدا فقط ,للبيع أو التبديل ,يد أولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سياره بالصلاه عالنبي فل الفل ماعدا فتحه|تأمين وترخيص سنه كامله
12000,اوبل,اسكونا,1983,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1003 ,null,4+1 ,نقدا فقط ,للبيع فقط ,6 ,إغلاق مركزي|جهاز إنذار|مسجل CD|يوجد تحويلة غاز إيطالية|حشوة موتور 1006|جير 5 غيار|بطارية جديدة
24000,اوبل,استرا,1997,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,90000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|لسياره بحاله ممتازه افحص وين مابدك اصل برايفت ترخيص وتأمين شامل جديد سنه سنترلوك كوشوك جديد شباك كهرباء.. مزجان حامي بارد.. كل شيئ بالسياره شركه.. البيع فقط كاش الله يبارك لصاحب النصيب ✋️
53000,كيا,مورننغ,2018,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,37000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,ثالثه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|كيا مورنينج 2018 ترخيص 2017|ماتور 1000 بنزين ، جير اوتوماتيك|عداد 37000 فقط|السياره بحالة وكالة|فحص نخب ولا نقرة|فرش جلد مميز لونين اسود وبيج|حساسات ، كمرا خلفيه|تحكم ستيرنج | مري كهربا|تطريز يدوي للفرش|تدفئه كراسي،|بصمه بواب|بصمه تشغيل|جنط مغنيسيوم مميز|غيار زيت وفلاتر وبريكات جديد|صيانه كامله|اربع شبابيك كهربا|يوجد امكانيه للتقسيط مع فارق بالسعر
31000,فولكسفاجن,بولو,2005,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,200000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,5 ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|امكانية البيع تقسيط مع فرق بالسعر
245000,بي,ام,2018,كحلي ,هايبرد ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,79000 ,4+1 ,نقدا فقط ,للبيع فقط ,null,إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|BMW530E|M باكج بقوة محرك 252  كامل الاضافات وكامل الموصفات … دهان اصلي … موصفات لا حصر لها|والسعر ولا اروع
50000,فولكسفاجن,ترانسبورتر,2005,أسود ميتالك ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500 ,null,5+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,إغلاق مركزي|جنطات مغنيسيوم|ترخيص وتأمين لسنه|سيارة بالصلاة عالنبي فحص نخب مطور جير شصيات افحص وين بدك|جنط 17 داخل بالرخصة|البدل وارد
18000,كيا,ريو,2003,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,180000 ,4+1 ,نقدا فقط ,للبيع فقط ,6 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|مغيرة فخذة يمين
70000,فولكسفاجن,جولف,2011,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,170000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|ترخيص وتأمين شامل لشهر2|السياره تعديل كامل R|اصتفاف ذاتي|تحكم ستيرنج|شاشه اندرويد|جنط جديد وكوشوك جديد
128000,فولكسفاجن,باسات,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,50000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد صفر ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|باسات بنزين 2018 بتنمر 2018 سياره أر لاين فرش أر لاين مقود أرلاين فرش جلد ملون حساسات أمامي وخلفي شاشه كبيره كاميرا رادار أمامي وخلفي إضائه داخليه على جميع الأبواب إضائه زنن عداد 50000 كيلو متر سياره فعلآ إقتصاديه نظام إيكو خزانه خلفيه كهرباء .
20000,اوبل,استرا,1996,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|البيع نقداً فقط والسعر نهائي … السيارة بالصلاة على النبي نضيفة وخالية من القص
35500,فولكسفاجن,بولو,2007,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,140000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثالثة ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|فولكسفاجن بولو 2007|اصل برايفت|جير ماتور الف الالف صلاة النبي|ترخيص وتأمين سنة|جنط مغنيسيوم|كوشوك جديد
73000,سيت,ابيزا,2019,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1000 ,35000 ,null,نقدا فقط ,للبيع فقط ,0 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية
33000,ايسوزو,1999,1999,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,300 ,40000 ,2+1 ,إمكانية التقسيط ,للبيع فقط ,٢ ,null
35000,هونداي,افانتي,2006,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,290 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,٤ ,مُكيّف|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|امكانيه البيع نص نص
47000,فورد,فوكس,2014,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,135 ,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|فورد فوكس ٢٠١٤تسيير٢٠١٧ سياره كرتونه بمعنى الكلمه مش ناقصها برغي
54000,اوبل,كورسا,2017,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,70000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|السياره ما شاء الله ولا غرام بويه|ترخيص 2017|فتحه سقف بانوراما اصليه|شاشه تحكم ستيرنج حساسات كشافات|ترخيص وتامين سنه كامله
78000,أفيكو,IVIECO,2012,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,3000 ,260000 ,2+1 ,نقدا فقط ,للبيع فقط ,اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|شاحنة تجارية  من نوع|IVIECO 50C15CH|سنة الإنتاج 2012|سنة التسيير 2018|الحمولة 2000 كيلو|وصف الشاحنة|كابينة تتسع ل ٣ اشخاص|صندوق مع شوادر جانبية|باب هيدروليك خلفي|ارتفاع الصندوق 2.5 متر|طول الصندوق 4.2 متر|المسافة المقطوعة 260 الف|لون ابيض عاجي|ماتور 3000 ديزل|6 غيار عادي|كاميرا خلفية|مسجل dvd|مكيف|السيارة منفوضة ميكانيكا|جير و ماتور شركة|السعر 78000 شيقل|رام الله - جفنا - الشارع الرئيسي|للجادين فقط الاتصال على الأرقام أدناه|0569033022|0585033022
34000,فورد,فيستا,2012,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,95000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|ماتور وجير نخب|شصيات عمدان فخاد السيارة فحص نخب|ترخيص 2012|تسيير 2016|لا تخلو من ضربه خفيفة خارجية .|تامين وترخيص ساري|غمازات مري ، حساسات ، مكييف ممتاز ، صيانه دورية .
42000,كيا,ريو,2014,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300 ,75000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|صلات نبي فل عدا فتحه سعرر من لاخر على كااش|42000 فحص الف الف جير عادي
27000,فولكسفاجن,جولف,1997,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,189000 ,4+1 ,نقدا فقط ,للبيع فقط ,9 ,مُكيّف|إغلاق مركزي|وسادة حماية هوائية|جير وماطور نظيف
35000,فولكسفاجن,باسات,2005,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,400000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثالثة ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
62500,مرسيدس,230,2006,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500 ,220000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|استيراد شخصي---2006|ايد 1|دهان شركة|بودي شركة|204 حصان ---- 6 سلندر  امريكي -- 2500 بنزين|كل شيى اصل شركة -- amg body styling
80000,سكودا,فابيا,2017,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200 ,72000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة باسم الله نخب ولا غرام بوية|2017|جنط|كشاف|حساس خلفي|شاشة الشركة تاتش|بلوتوث ،usb| Aux|ترخيص مع تأمين هدية  حتى 11/8/2022|امكانية التقسيط مع دفعة مش اقل من 40|الله يطرح البركة لصاحب النصيب
